	Tscore	pval
DDX11L1		
WASH7P	0.002158311474080338	0.9983107421718722
MIR6859-1	0.4037752306243489	0.6932176460065352
MIR1302-2HG	1.623086135160589	0.15394013133868123
None		
FAM138A		
OR4G4P		
OR4G11P		
OR4F5		
None	1.6893115712933657	0.12625631455001005
None		
CICP27	2.7308355037512193	0.018113803632018966
None	1.02419936396917	0.3253642051884196
None	0.9171331348300258	0.37587543463994344
None	0.7973809649789492	0.44001905127451924
None	0.45887799700700804	0.6540410987928968
RNU6-1100P	1.0827043935570557	0.32005251074232494
None		
DDX11L17	-1.5000000000000002	0.17200329195191125
WASH9P	-1.830926456769783	0.09025434080225268
MIR6859-2	-1.65748386032949	0.12135563661485488
None		
None	0.011199535542492674	0.991240484333001
None		
RPL23AP24	1.0	0.36321746764912244
None	1.0	0.36321746764912244
None	1.0866107359888661	0.30523958524745676
None	1.8693889520292082	0.08487090798975794
WBP1LP7		
None		
None		
CICP7	-0.25	0.8070097738508464
None	-0.24999999999999994	0.8070097738508464
U6	-1.0000000000000002	0.3465935070873341
None	1.4285714285714286	0.1806440691809229
None	-0.7276068751089989	0.4854010177734569
None	-0.9999999999999999	0.34659350708733416
None	1.1719957954219342	0.29076559241298205
None		
MTND1P23	-1.5663590637486497	0.1549519959746324
MTND2P28	-1.5042841875376167	0.16813232089576402
None	-1.6105695218387297	0.14512580494125776
MTCO1P12	-1.425412996521713	0.18583808860359263
None		
MTCO2P12	-0.28656618060602096	0.7797904943262828
MTATP8P1	-0.9901576444099764	0.3483071737891492
MTATP6P1	-1.3647805934118689	0.20455808257313576
MTCO3P12	-1.0024783185467543	0.3366728121739243
WBP1LP6	1.0	0.36321746764912244
None		
CICP3	1.5523787681446761	0.14573321468117095
None	1.1456191485062386	0.2805614543741126
None	0.9081809190613913	0.3804937020084145
RNU6-1199P		
None	1.0255695143115646	0.32487878475570964
None	0.7470178808339959	0.47981189727955464
None	1.7383128314524894	0.1071556197613676
LINC01409	0.7161250753239912	0.49589906439354936
None	1.0049250353884358	0.3402646306438747
FAM87B	0.44109632533578114	0.6666965458677029
LINC01128	1.630025223454697	0.13539674184206754
LINC00115	-2.033663229305097	0.06530081017171871
FAM41C	0.34606427010299146	0.7348809549231632
TUBB8P11	-0.5135410741860975	0.6173653375680522
None	1.0786812792143865	0.3024790485326197
None	2.0933383926062183	0.06476372491045689
None	-0.44172610429938614	0.6660356208243616
LINC02593	1.0392399380429453	0.33162880927634747
SAMD11	2.8091352034251247	0.026573828213856045
NOC2L	1.359554282492343	0.19730803653843837
KLHL17	1.5285941787641897	0.15212344712569592
None		
PLEKHN1	0.6958406293630011	0.4999464323138051
PERM1	1.2990780062154574	0.21879899456594584
None	-1.2623939931786388	0.24129804531650254
HES4	-0.6201101116355772	0.5470308634872763
ISG15	1.1846571607091183	0.2801156660954688
None	2.0	0.06955919587621406
None	3.2975406292659293	0.01312718840941045
AGRN	1.4161422866454587	0.19601007446616775
None		
None	-1.1879356532726735	0.256366047838205
None	-1.4342202638007548	0.17738799963969962
RNF223	-0.38302547386082525	0.7084746452073802
C1orf159	0.915046169762885	0.37692889735428714
LINC01342	1.5811388300841898	0.17468781426411922
MIR200B	0.959793151170542	0.3659210830290996
MIR200A	3.114578430926922	0.02073199361816091
MIR429	1.765045216243656	0.10466821846425217
None	1.957621870466333	0.0808766505431175
TTLL10-AS1	-1.3862507306247236	0.18928996527107686
TTLL10	-1.1988159898299797	0.2596727851049581
TNFRSF18	0.8522102927589551	0.4294325912556733
TNFRSF4	-0.6397254319213915	0.5339314418069547
SDF4	0.36112118384659425	0.7271989482826582
B3GALT6	1.923285387891345	0.10080890203099306
C1QTNF12	-0.20756024434744813	0.8406459429714749
None	0.01057907901869887	0.991768736925275
UBE2J2	0.5509735305336971	0.5915829081324624
LINC01786	-2.511025075280372	0.026869779152720184
SCNN1D	-1.4189702618974294	0.19328488210353711
ACAP3	-0.11632689677464045	0.9096834964955496
MIR6726	1.0	0.36321746764912244
PUSL1	0.9915485377571499	0.3395533312005511
INTS11	1.0866751797364531	0.2973542139426228
None		
None	1.2137211436036226	0.2466593256063173
CPTP	-1.5621512621525588	0.1462276744686936
TAS1R3	0.1583153291078411	0.8767741463654979
DVL1	0.9084426517863498	0.3802029581426708
None	-0.9999999999999999	0.34659350708733416
MXRA8	2.1436545713594373	0.05428661055747524
AURKAIP1	1.9118166377422825	0.08213834546564575
NDUFB4P8	-0.2687046074502295	0.7928475066526978
CCNL2	0.667354985570227	0.5181782837736801
MRPL20-AS1	0.7651627171444813	0.46622932080434654
MRPL20	1.4081687579580637	0.19899870260783378
RN7SL657P		
MRPL20-DT	0.4122326058103719	0.686886756706478
ANKRD65	2.337588952605985	0.036084379062893746
ANKRD65-AS1	-1.327343253678683e-16	0.9999999999999999
TMEM88B	1.5937322533054201	0.14432345161490223
LINC01770	-0.6277782544054195	0.5412510501229275
VWA1	0.8920598106647549	0.40205027183337344
ATAD3C	1.6352252689034583	0.13471443413111253
ATAD3B	0.9179005381401009	0.375696458694627
ATAD3A	2.074563273575506	0.05913254732329747
TMEM240	-1.3864217034904227	0.20117318013753208
SSU72	2.1748750801702914	0.05882227286954051
None	-1.34351715104751	0.21079297576760284
None	-1.0000000000000002	0.3465935070873341
None		
None		
FNDC10	-1.4421193881816528	0.17495093517435925
None	-1.3721203881418205	0.19819010887186672
