Gene	Tscore	Tscoreadjusted
CDC45	6.038986406375322	5.739424561373316
SLC26A8	5.933706761451919	5.634144916449913
CDCA5	5.773281113834838	5.473719268832832
SCN1B	5.747565454015108	5.448003609013102
BUB1	5.652418755109278	5.352856910107272
KIFC1	5.566618534795786	5.2670566897937805
CDC20	5.559562664617124	5.260000819615118
NAIPP1	5.501202363785423	5.201640518783417
PLK1	5.487770298781477	5.188208453779471
E2F1	5.466381400278507	5.1668195552765015
MYBL2	5.407310253389673	5.107748408387667
CDC6	5.392698981967222	5.0931371369652165
AC103810.3	5.374989357015535	5.075427512013529
C1QC	5.372004138009526	5.07244229300752
C1QB	5.263698489544193	4.9641366445421875
C1QA	5.150617761299903	4.851055916297897
MCM10	5.06757012613314	4.768008281131134
PLD1	5.056950595309451	4.757388750307445
DPRXP2	5.046373918692506	4.7468120736905
CCNB2	5.037397863638272	4.7378360186362665
IKBKG	5.032927509777797	4.733365664775791
TPX2	5.02400611362134	4.724444268619334
CCNB1	5.019879986442057	4.7203181414400515
CDC25A	4.983664064666943	4.684102219664937
AC096970.1	4.9342205065449765	4.634658661542971
MKI67	4.930384444355576	4.6308225993535705
BATF	4.924458353175723	4.624896508173717
SCO2	4.909249277333136	4.60968743233113
EPSTI1	4.907543286729815	4.6079814417278095
LINC02384	4.899963827464576	4.60040198246257
H4C8	4.89644762308615	4.596885778084144
UBE2C	4.895377480217813	4.595815635215807
AL021707.6	4.887874909724449	4.588313064722443
BRCA1	4.851875383426266	4.55231353842426
RRM2	4.842651828102708	4.543089983100702
FOXM1	4.829510945665516	4.52994910066351
GADD45B	4.799332132098595	4.499770287096589
SKA1	4.793636955721863	4.494075110719857
PSTPIP2	4.79224193455423	4.492680089552224
UTS2	4.789512923333376	4.48995107833137
CNIH4	4.741142814834626	4.4415809698326205
CDHR5	4.737680399189683	4.438118554187677
AL662797.2	4.707814560505421	4.408252715503415
AC021097.1	4.70482323257619	4.405261387574184
NTNG2	4.698574930496043	4.399013085494037
IGHV3-21	4.685755747648424	4.3861939026464185
SMPD5	4.680445494400495	4.3808836493984895
CCDC71L	4.679797133504055	4.380235288502049
TCEAL9	4.656906771465484	4.357344926463478
TBKBP1	4.654592314059139	4.355030469057133
B4GALT5	4.634114187330005	4.334552342327999
KIF4A	4.625879201982394	4.326317356980388
NRIR	4.624316255160949	4.324754410158943
SPATC1	4.597271040603795	4.297709195601789
HK3	4.593412521520571	4.293850676518565
U62317.4	4.591711229781723	4.292149384779717
ODF3B	4.583720751639715	4.2841589066377095
PKMYT1	4.580299380920233	4.280737535918227
AL031777.2	4.5659683512710645	4.266406506269059
GINS1	4.556091352516722	4.256529507514716
GDPD3	4.55275965869175	4.253197813689744
SPAG5	4.552621706762583	4.253059861760577
MS4A4A	4.541105758391893	4.241543913389887
LMNB1	4.539050037395582	4.239488192393576
RAB24	4.528937391427906	4.2293755464259
CENPA	4.524529725684446	4.22496788068244
CDT1	4.515596733287774	4.216034888285768
REC8	4.50717823256959	4.207616387567584
H2BC21	4.5063071753602	4.206745330358194
FERMT3	4.495928127359073	4.196366282357067
TRIM6	4.494925003944255	4.195363158942249
AC138150.2	4.488388090513959	4.188826245511953
AC109322.1	4.484444287967948	4.184882442965942
DHCR24	4.479625821626953	4.180063976624947
BIRC5	4.475013399826501	4.1754515548244955
IFI44L	4.4657243028635	4.166162457861494
H4C4	4.4649640884351	4.165402243433094
CASP1	4.463505498903473	4.163943653901467
LY6E	4.453713380655335	4.154151535653329
MYBPC3	4.447253103021439	4.147691258019433
IFI44	4.441343182613967	4.141781337611961
OR2B6	4.439371433128817	4.139809588126811
UCHL1	4.434252407646246	4.1346905626442405
XAF1	4.427150002824244	4.127588157822238
RIPK3	4.425084835630457	4.125522990628451
ADCY4	4.419825092863906	4.1202632478619
TK1	4.4176633372166965	4.118101492214691
CEACAM1	4.407413654310439	4.107851809308433
IL27	4.399990605322167	4.1004287603201615
NFE4	4.392836043426795	4.093274198424789
ABCA2	4.39259474759168	4.093032902589674
MAFG	4.389895752699385	4.090333907697379
TIMM10	4.389359013963819	4.089797168961813
C19orf84	4.381979552222267	4.082417707220261
AC068580.1	4.3800766082832485	4.080514763281243
RTEL1P1	4.37940662619358	4.079844781191574
ESCO2	4.369712194713582	4.070150349711576
PLSCR1	4.364742177925537	4.065180332923531
SPTLC2	4.3631920470109264	4.0636302020089206
MOB3C	4.359716028425552	4.060154183423546
TMEM150B	4.350503984349907	4.050942139347901
DBN1	4.3484082959003825	4.048846450898377
BRCA2	4.344888088506811	4.045326243504805
AP003392.3	4.32900231345635	4.029440468454344
IGLV1-44	4.328402965665716	4.02884112066371
RTP4	4.325743057056878	4.026181212054872
GINS2	4.3181595779395625	4.018597732937557
RAD54L	4.313155025881504	4.013593180879498
CHAF1A	4.312588815748552	4.013026970746546
CHEK1	4.310383235214687	4.010821390212681
GTPBP2	4.302280106296142	4.002718261294136
AL691447.2	4.292829416060907	3.9932675710589005
DIAPH3	4.288757136883121	3.989195291881115
CKAP2L	4.285882603648359	3.9863207586463525
AC243772.2	4.284901975583698	3.9853401305816916
CARD17	4.27921512680635	3.9796532818043437
GPR141	4.27843912681161	3.9788772818096034
HMMR	4.262980720405098	3.9634188754030917
RHOBTB1	4.256964517445997	3.957402672443991
KLHDC8B	4.252307013169474	3.9527451681674672
CCRL2	4.226482762409464	3.926920917407458
AC005262.2	4.225087168645252	3.9255253236432455
LINC00487	4.223788193338488	3.924226348336482
IGLV3-19	4.221317038346939	3.9217551933449326
TYMS	4.218887250723355	3.9193254057213482
RARA-AS1	4.214801651421821	3.9152398064198146
AL390066.2	4.211301104890722	3.9117392598887153
IGKV1D-12	4.210073882999486	3.91051203799748
RMI2	4.207881030371531	3.9083191853695243
LINC00937	4.204666331908336	3.9051044869063296
DTL	4.203203983269879	3.9036421382678728
H2BC6	4.203053239838176	3.9034913948361694
E2F8	4.197608915681496	3.8980470706794894
LOXHD1	4.195356852349543	3.895795007347537
H2BC15	4.192407777748814	3.8928459327468077
TRPM2	4.191945725834458	3.8923838808324516
NAIP	4.19102090705794	3.8914590620559335
KIF18B	4.181346832249101	3.881784987247095
CENPM	4.176397169152229	3.8768353241502225
ZBP1	4.174958497124241	3.8753966521222343
CA12	4.160619619826201	3.8610577748241943
AIM2	4.159057983878014	3.859496138876008
IGLV1-47	4.157316796208637	3.8577549512066303
AP001830.1	4.156657950435072	3.8570961054330657
FBXL13	4.1459779502454985	3.846416105243492
ATP5MFP4	4.1441494729283415	3.844587627926335
NCAPG	4.143331639273219	3.843769794271213
SIGLEC1	4.137546659842529	3.8379848148405222
NMRAL2P	4.137439630698223	3.8378777856962167
AC104162.2	4.134234739308622	3.8346728943066153
NEK2	4.131996402928063	3.832434557926057
MIR5194	4.131187199191271	3.831625354189265
IFI16	4.128129232349951	3.828567387347945
AL353759.1	4.12376686172439	3.824205016722384
IRF7	4.110390305656641	3.8108284606546348
CARD16	4.103467891350137	3.8039060463481307
GMNN	4.102258084303248	3.8026962393012416
EIF1B-AS1	4.096185555414373	3.796623710412367
IFITM1	4.0952681078413224	3.795706262839316
AL133517.1	4.093627131500376	3.7940652864983693
KIFC3	4.086241381138057	3.786679536136051
CCDC17	4.0843625712672464	3.78480072626524
RAB20	4.083254760902631	3.7836929159006245
IGHV2-5	4.082685458151282	3.7831236131492756
AP003086.3	4.082666663687387	3.783104818685381
CEP55	4.078508270534642	3.7789464255326357
KIF2C	4.073570027335453	3.774008182333447
MOV10	4.068203424079407	3.7686415790774004
AC093159.1	4.066598227848329	3.7670363828463223
VAMP5	4.061915015736417	3.7623531707344102
BX640514.2	4.061010336285274	3.7614484912832675
KIAA1958	4.055919366143871	3.7563575211418647
CST7	4.052289753060743	3.7527279080587364
GAS6	4.049737501453702	3.7501756564516957
TRIM38	4.047671777899333	3.7481099328973264
GTPBP1	4.0373609767324625	3.737799131730456
DHFR	4.034155438747819	3.7345935937458123
OSM	4.028499126766048	3.728937281764042
U62317.1	4.024029175934864	3.7244673309328573
NPW	4.02382625923701	3.724264414235004
FBXO6	4.023537069853881	3.7239752248518747
TROAP	4.021554375254688	3.7219925302526815
SLC23A1	4.016367384546825	3.716805539544819
TMEM92	4.0153121675157335	3.715750322513727
ADAMTSL4-AS2	4.00797032550721	3.7084084805052036
G0S2	3.999669143188076	3.7001072981860696
AC093884.1	3.997359384147062	3.6977975391450557
TRIM25	3.9965922580869084	3.697030413084902
SHISA5	3.9954601655455146	3.6958983205435083
AC126474.1	3.9948427971769336	3.6952809521749272
BTN2A2	3.9934057818998387	3.6938439368978324
H2BC18	3.988655195512081	3.6890933505100745
IGLV4-69	3.97400597522894	3.6744441302269335
PCP2	3.9734573467336283	3.673895501731622
KPTN	3.9707795805232826	3.6712177355212763
AL021707.1	3.970664613429877	3.6711027684278705
AC009948.4	3.9704036832430236	3.6708418382410173
TBC1D8	3.9695970128023794	3.670035167800373
PARP10	3.9686542356565635	3.669092390654557
LINC00887	3.9674722290036297	3.6679103840016234
SPATS2L	3.965547629942536	3.6659857849405295
TICRR	3.9640601815083345	3.664498336506328
EIF2AK2	3.961984403382817	3.6624225583808108
CCNA2	3.961970131039108	3.6624082860371017
IL18R1	3.9613132246107945	3.661751379608788
UHRF1	3.9610151135553537	3.6614532685533474
TTK	3.9593510502130655	3.659789205211059
UTS2R	3.957781864801422	3.6582200197994155
PCLAF	3.9538206035583667	3.6542587585563604
TRIM22	3.953493772557389	3.6539319275553828
KMT5A	3.9495508005812927	3.6499889555792864
POC1A	3.948942374784229	3.649380529782223
CLN3	3.943065291028882	3.643503446026876
IGLV3-9	3.9423933807181877	3.6428315357161813
RRBP1	3.9387042868280897	3.6391424418260834
ADAMTSL4-AS1	3.9378222643416385	3.638260419339632
IGLV1-40	3.937422845683903	3.6378610006818968
CEL	3.937310937246943	3.6377490922449365
PTPRU	3.9352437908957194	3.635681945893713
FBXO39	3.9348291855425983	3.635267340540592
MROCKI	3.928959686518547	3.629397841516541
NEU1	3.926614299940111	3.6270524549381045
AL671883.3	3.9263621500767556	3.6268003050747493
TLR8-AS1	3.9262995592770795	3.626737714275073
LINC02649	3.9219681697232387	3.6224063247212324
MT1F	3.9186998990776867	3.6191380540756803
AC131392.2	3.918585406317774	3.6190235613157675
AGRN	3.9148808797508723	3.615319034748866
CENPF	3.9135021785597797	3.6139403335577733
ZFPL1	3.9053315657766166	3.60576972077461
LRWD1	3.900124747365892	3.600562902363886
PRR11	3.89649811335649	3.596936268354484
PPIAP29	3.895747768217487	3.5961859232154807
GLRX	3.8910615054432447	3.5914996604412384
CDKN1A	3.890007755527391	3.5904459105253848
IGLV4-60	3.889547010370529	3.589985165368523
COPG1	3.8884832812422507	3.5889214362402444
OAS1	3.8784228698674896	3.5788610248654833
IGHV4-59	3.8782815623239357	3.5787197173219294
FNDC3B	3.878084691235347	3.5785228462333407
SLCO4A1	3.875080827647936	3.5755189826459297
RUFY4	3.866395100845019	3.5668332558430125
CLSPN	3.863352869082794	3.5637910240807877
IFI6	3.8619941965189066	3.5624323515169003
KCND1	3.8615793267492657	3.5620174817472594
HELLS	3.8575393581822484	3.557977513180242
ANLN	3.8521342264168323	3.552572381414826
TOP2A	3.8485691310337606	3.5490072860317543
UBE2S	3.847760471452528	3.548198626450522
DDIT3	3.8474345247734085	3.547872679771402
CDCA3	3.847345680363481	3.5477838353614746
BUB1B	3.847081860058957	3.547520015056951
OASL	3.839265366061814	3.5397035210598076
IGKV1-9	3.8378394853236895	3.538277640321683
IGLV9-49	3.8334497063509567	3.5338878613489504
AURKB	3.8291690253376958	3.5296071803356894
MARCKS	3.8264997327172643	3.526937887715258
ARHGAP23	3.826149725152689	3.5265878801506827
IFITM3	3.823796629603249	3.5242347846012425
AC080112.5	3.821992157881235	3.5224303128792287
OAS3	3.8218025812896483	3.522240736287642
H2BC5	3.820308787494109	3.5207469424921025
IGHV3-15	3.8187376770334907	3.5191758320314843
MDK	3.8177476057276465	3.51818576072564
KIF11	3.814143121666053	3.5145812766640465
NCAPH	3.811271006629134	3.511709161627128
DLGAP5	3.8080570822308424	3.508495237228836
HMGB3P4	3.8066841906231015	3.507122345621095
IGHV4-39	3.8038359853843473	3.504274140382341
LDHA	3.8022042861074783	3.502642441105472
AC005840.4	3.8003018018649883	3.500739956862982
ANKRD22	3.7998518924500275	3.500290047448021
SAMD9L	3.79813470563661	3.498572860634604
PARP9	3.7980127149091225	3.498450869907116
AC069528.2	3.7948248500499386	3.4952630050479323
CREM	3.7931163502696843	3.493554505267678
TPST2	3.7895019787965394	3.489940133794533
MTCO2P11	3.7849400460200044	3.485378201017998
TAP1	3.7848001421145745	3.485238297112568
LARP1P1	3.7798518729914985	3.480290027989492
SIAH2-AS1	3.779298279736899	3.4797364347348925
ORC1	3.7763335162397125	3.476771671237706
LDLR	3.776055648563826	3.47649380356182
CINP	3.7753964198407792	3.475834574838773
POU5F2	3.774401961543349	3.4748401165413427
MCM4	3.7713765009126754	3.471814655910669
AC097376.3	3.7706861773167826	3.4711243323147762
CTSA	3.7677979569123594	3.468236111910353
TWIST2	3.7677709416925773	3.468209096690571
DHX58	3.7658776696975993	3.466315824695593
SPATA20	3.762528221968025	3.4629663769660186
BAK1	3.7609757624756286	3.4614139174736223
KIAA0895L	3.760222406589077	3.4606605615870705
AL021807.1	3.7591091111416968	3.4595472661396904
AC009951.4	3.7561188641975125	3.456557019195506
SOCS1	3.7557065677906634	3.456144722788657
ABCA7	3.7551231743266036	3.4555613293245973
SLC26A6	3.753044747957669	3.453482902955663
APOBEC3H	3.751469713299949	3.4519078682979427
DYNLT1	3.7508461802663042	3.451284335264298
EPHB2	3.74809658324492	3.4485347382429135
SHCBP1	3.7462612430993953	3.446699398097389
AURKA	3.746170307147653	3.4466084621456465
UGCG	3.7435028757724145	3.443941030770408
CCNE2	3.7415964999574878	3.4420346549554814
MXD3	3.739605422920501	3.4400435779184946
H2BC4	3.7373420281915	3.437780183189494
TMEM260	3.735048734936404	3.4354868899343978
OAS2	3.7349624846748766	3.4354006396728702
OR52K1	3.7329354663607943	3.433373621358788
CHMP5	3.726411796235518	3.4268499512335118
HGF	3.7262289909568675	3.426667145954861
PHACTR1	3.7232648989245276	3.4237030539225213
H2BC7	3.7215237615357206	3.4219619165337143
PHTF1	3.7212656539985534	3.421703808996547
SHROOM1	3.7196218133069903	3.420059968304984
AP003086.1	3.7145251363672753	3.414963291365269
STARD4	3.711839051270285	3.4122772062682785
KIF15	3.7101955685131474	3.410633723511141
RPH3A	3.7098082319664774	3.410246386964471
C7orf61	3.709414170063563	3.4098523250615567
SERPING1	3.705330875373268	3.4057690303712618
PTTG1	3.70089945737778	3.4013376123757735
ALAS1	3.699357636163793	3.399795791161787
METTL7B	3.697026107073817	3.3974642620718107
ZNRF2P2	3.6962724052758804	3.396710560273874
SLC24A4	3.689922769935871	3.390360924933865
AC108704.1	3.685349334878435	3.385787489876429
GTSE1	3.683486330156322	3.3839244851543158
CARMIL3	3.6833666138556573	3.383804768853651
CDCA8	3.676687221483114	3.3771253764811076
UPP1	3.673458712450038	3.373896867448032
HJURP	3.672653302252665	3.3730914572506587
SKA3	3.6707955295543204	3.371233684552314
RN7SL600P	3.6701612075316077	3.3705993625296014
CDK1	3.6658959591592244	3.366334114157218
SQOR	3.6656745537845405	3.366112708782534
PARP12	3.6635325005499553	3.363970655547949
BCL2A1	3.663415442148329	3.363853597146323
IGHV5-51	3.6598081630406387	3.3602463180386324
DDAH2	3.6567030085199694	3.357141163517963
NAIPP2	3.6563904184678897	3.3568285734658834
CDCA2	3.6563537056778093	3.356791860675803
CGAS	3.6554440100027548	3.3558821650007484
AL021707.7	3.652683896152259	3.353122051150253
CMPK2	3.6518439658751682	3.352282120873162
GCH1	3.6513110277826697	3.3517491827806634
MAPK14	3.6509410281409806	3.3513791831389743
S100A8	3.6413155748947426	3.3417537298927362
APOL6	3.6304823824636516	3.3309205374616453
CMTM1	3.627969479701148	3.3284076346991416
AC026401.2	3.6278065028275743	3.328244657825568
DDX60	3.6256976995939283	3.326135854591922
PIF1	3.6250297758909933	3.325467930888987
GM2A	3.61940401414917	3.319842169147164
PLAC8	3.618030852807263	3.3184690078052568
NT5C3A	3.6178146282770447	3.3182527832750384
AL162377.3	3.617533986637474	3.3179721416354675
FRMD3	3.615588490306063	3.3160266453040568
HERC6	3.615516026296595	3.3159541812945887
FAM209B	3.6135118358858227	3.3139499908838164
IFI35	3.613260823211476	3.3136989782094695
AC019254.1	3.612489222171662	3.3129273771696557
